Genes	KOG
Glyma.02G077100	O
Glyma.03G213802	O
Glyma.03G050700	O
Glyma.11G165600	O
Glyma.03G050500	O
Glyma.18G205300	O
Glyma.07G154600	O
Glyma.06G218000	O
Glyma.02G196900	R
Glyma.10G081400	R
Glyma.10G002300	R
Glyma.02G271800	R
Glyma.14G044800	R
Glyma.19G251700	R
Glyma.13G310600	R
Glyma.12G191100	R
Glyma.12G028500	J
Glyma.02G002800	J
Glyma.11G103700	J
Glyma.10G006200	J
Glyma.05G016800	A
Glyma.17G083500	A
Glyma.17G083200	A
Glyma.05G016600	A
Glyma.02G288900	K
Glyma.14G025900	K
Glyma.19G075600	T
Glyma.12G242000	T
Glyma.05G185800	A
Glyma.08G143900	A
Glyma.05G054400	R
Glyma.11G153700	R
Glyma.12G056500	R
Glyma.11G132000	R
Glyma.19G193800	R
Glyma.19G143200	R
Glyma.08G153200	R
Glyma.18G255100	R
Glyma.12G183800	R
Glyma.15G033400	R
Glyma.13G341000	R
Glyma.15G272300	R
Glyma.10G070900	R
Glyma.17G136800	R
Glyma.13G317250	R
Glyma.09G156100	R
Glyma.13G152916	R
Glyma.03G140500	R
Glyma.16G206800	R
Glyma.03G194000	R
Glyma.20G171800	Z
Glyma.10G219900	Z
Glyma.07G011200	L
Glyma.08G194400	L
Glyma.04G039100	I
Glyma.06G040100	I
Glyma.10G176700	R
Glyma.13G263200	R
Glyma.07G048900	R
Glyma.18G267900	R
Glyma.10G215700	R
Glyma.14G200900	R
Glyma.10G176500	R
Glyma.06G137100	R
Glyma.06G137300	R
Glyma.19G260700	R
Glyma.13G173300	R
Glyma.04G227700	R
Glyma.11G256500	R
Glyma.08G248000	R
Glyma.18G263700	R
Glyma.09G281900	R
Glyma.07G048800	R
Glyma.14G201100	R
Glyma.06G286200	R
Glyma.08G246700	R
Glyma.10G176600	R
Glyma.06G286700	R
Glyma.09G281800	R
Glyma.09G094400	R
Glyma.20G003500	R
Glyma.20G176950	R
Glyma.14G200700	R
Glyma.06G137200	R
Glyma.11G150800	R
Glyma.06G295700	R
Glyma.06G286600	R
Glyma.15G241100	R
Glyma.13G173301	R
Glyma.09G094600	R
Glyma.18G269600	R
Glyma.20G213500	R
Glyma.18G267800	R
Glyma.18G267500	R
Glyma.20G176100	R
Glyma.20G213600	R
Glyma.12G109800	R
Glyma.14G200800	R
Glyma.20G213700	R
Glyma.13G255900	F
Glyma.08G066900	F
Glyma.17G070700	F
Glyma.07G183100	F
Glyma.10G187300	C
Glyma.20G203200	C
Glyma.16G207400	J
Glyma.10G133100	J
Glyma.20G083300	J
Glyma.10G133800	J
Glyma.09G156600	J
Glyma.16G207300	J
Glyma.04G077300	P
Glyma.13G080900	P
Glyma.06G078400	P
Glyma.02G183100	R
Glyma.03G137500	R
Glyma.10G103400	R
Glyma.15G167400	J
Glyma.09G061000	J
Glyma.07G020000	J
Glyma.08G222100	J
Glyma.19G116600	J
Glyma.16G036200	J
Glyma.20G215000	J
Glyma.09G158100	J
Glyma.16G208500	J
Glyma.16G208600	J
Glyma.15G256600	D
Glyma.11G143000	R
Glyma.18G146900	R
Glyma.08G279700	R
Glyma.08G331200	S
Glyma.18G075400	S
Glyma.09G262400	I
Glyma.18G229800	I
Glyma.07G082900	S
Glyma.03G021100	S
Glyma.01G139633	J
Glyma.03G027700	J
Glyma.10G083800	O
Glyma.14G204100	O
Glyma.02G193000	O
Glyma.02G236200	O
Glyma.20G095300	L
Glyma.20G095300	D
Glyma.20G094600	R
Glyma.19G227600	R
Glyma.10G145400	R
Glyma.03G230100	R
Glyma.15G006400	C
Glyma.13G367000	C
Glyma.02G207900	R
Glyma.02G129200	R
Glyma.01G093200	R
Glyma.17G069700	R
Glyma.16G146000	U
Glyma.02G064900	U
Glyma.14G013400	H
Glyma.17G150300	H
Glyma.09G156400	S
Glyma.16G207100	S
Glyma.03G058200	S
Glyma.02G047300	S
Glyma.11G194000	S
Glyma.18G096200	U
Glyma.18G089600	U
Glyma.08G316900	U
Glyma.03G179500	U
Glyma.14G023200	U
Glyma.10G051400	U
Glyma.08G322600	U
Glyma.02G291600	U
Glyma.14G017700	U
Glyma.15G209000	J
Glyma.19G180500	J
Glyma.20G058200	J
Glyma.19G075200	J
Glyma.08G353900	J
Glyma.08G354000	J
Glyma.15G130000	J
Glyma.09G024000	J
Glyma.16G092800	J
Glyma.10G039300	T
Glyma.18G004300	T
Glyma.11G252600	T
Glyma.17G008800	T
Glyma.15G114800	T
Glyma.02G307600	T
Glyma.09G010300	T
Glyma.14G005400	T
Glyma.07G265200	T
Glyma.13G125700	T
Glyma.19G166700	T
Glyma.05G149100	T
Glyma.08G105700	T
Glyma.05G203800	O
Glyma.08G217200	U
Glyma.01G137300	U
Glyma.07G025200	U
Glyma.03G029700	U
Glyma.03G060100	H
Glyma.01G116100	H
Glyma.17G238800	R
Glyma.14G085900	R
Glyma.09G090300	K
Glyma.02G311333	S
Glyma.15G080600	S
Glyma.13G232100	S
Glyma.18G221900	S
Glyma.09G268000	S
Glyma.10G109000	E
Glyma.02G156700	E
Glyma.12G086800	T
Glyma.11G187700	T
Glyma.03G129500	K
Glyma.11G154500	K
Glyma.09G192900	K
Glyma.04G141500	K
Glyma.07G084000	K
Glyma.19G131700	K
Glyma.19G209400	H
Glyma.03G212300	H
Glyma.20G207400	G
Glyma.06G124000	G
Glyma.10G004400	G
Glyma.10G182600	G
Glyma.13G039200	G
Glyma.02G004000	G
Glyma.14G123200	G
Glyma.04G239900	G
Glyma.10G125100	F
Glyma.20G077400	F
Glyma.04G001700	S
Glyma.06G001200	S
Glyma.20G130700	S
Glyma.10G260500	S
Glyma.19G145900	U
Glyma.09G223900	U
Glyma.12G017200	U
Glyma.18G089100	U
Glyma.03G142900	U
Glyma.14G016900	U
Glyma.20G226500	K
Glyma.10G164100	K
Glyma.16G020400	K
Glyma.07G051300	K
Glyma.05G059200	S
Glyma.17G141500	S
Glyma.11G193700	U
Glyma.12G080000	U
Glyma.04G151500	U
Glyma.06G211400	U
Glyma.09G068000	U
Glyma.03G164800	U
Glyma.09G083700	U
Glyma.15G173500	U
Glyma.17G051000	U
Glyma.13G108400	U
Glyma.15G192100	U
Glyma.19G166200	U
Glyma.13G352200	U
Glyma.15G022600	U
Glyma.18G279200	K
Glyma.07G041800	K
Glyma.09G089900	K
Glyma.03G154800	R
Glyma.11G159648	R
Glyma.04G142300	R
Glyma.04G035800	S
Glyma.06G035800	S
Glyma.08G077300	S
Glyma.05G122300	S
Glyma.14G044000	P
Glyma.09G233200	P
Glyma.15G170200	R
Glyma.09G063400	R
Glyma.12G033500	I
Glyma.11G091200	I
Glyma.13G053500	S
Glyma.19G033200	S
Glyma.02G275700	A
Glyma.14G040400	A
Glyma.08G087500	H
Glyma.07G066700	H
Glyma.16G032800	H
Glyma.07G086800	S
Glyma.09G190100	S
Glyma.13G256800	R
Glyma.18G137700	R
Glyma.20G161400	R
Glyma.06G095600	R
Glyma.12G072600	R
Glyma.04G093800	R
Glyma.15G058100	R
Glyma.02G214100	R
Glyma.17G153700	S
Glyma.05G113600	S
Glyma.15G224900	O
Glyma.15G224900	T
Glyma.13G187200	O
Glyma.13G187200	T
Glyma.18G252100	O
Glyma.18G252100	T
Glyma.08G304700	U
Glyma.02G282800	U
Glyma.18G114700	U
Glyma.13G114300	S
Glyma.17G045500	S
Glyma.16G189100	J
Glyma.09G138400	J
Glyma.06G138600	J
Glyma.04G226900	J
Glyma.06G138400	J
Glyma.06G138700	J
Glyma.04G226500	J
Glyma.15G071900	C
Glyma.13G241500	C
Glyma.11G247000	J
Glyma.18G010300	J
Glyma.01G201000	J
Glyma.13G000900	J
Glyma.04G166700	O
Glyma.14G035700	O
Glyma.06G195800	O
Glyma.02G279000	O
Glyma.07G220200	T
Glyma.20G018500	T
Glyma.10G097900	S
Glyma.16G041400	J
Glyma.17G062400	R
Glyma.13G097200	R
Glyma.05G152900	R
Glyma.18G135700	S
Glyma.15G160500	S
Glyma.09G054300	S
Glyma.04G002500	B
Glyma.04G002500	K
Glyma.06G002300	B
Glyma.06G002300	K
Glyma.06G021900	E
Glyma.04G021700	E
Glyma.07G221200	S
Glyma.15G161100	S
Glyma.17G070000	S
Glyma.02G207700	S
Glyma.19G188300	S
Glyma.03G188100	S
Glyma.10G063400	S
Glyma.13G147900	S
Glyma.04G165500	J
Glyma.06G197300	J
Glyma.02G112400	J
Glyma.02G203700	J
Glyma.01G054000	J
Glyma.05G024200	J
Glyma.17G103100	J
Glyma.06G082100	R
Glyma.04G080400	R
Glyma.18G072700	O
Glyma.18G072600	O
Glyma.08G337600	O
Glyma.10G123100	S
Glyma.20G074500	S
Glyma.15G161000	T
Glyma.11G032300	T
Glyma.08G345600	T
Glyma.19G067800	T
Glyma.19G123100	T
Glyma.20G249100	S
Glyma.06G150900	S
Glyma.04G215300	S
Glyma.20G105800	S
Glyma.10G283900	S
Glyma.02G130100	S
Glyma.11G153169	J
Glyma.12G071700	J
Glyma.11G201700	J
Glyma.06G151700	J
Glyma.18G049200	J
Glyma.04G214500	J
Glyma.12G114600	O
Glyma.06G086200	S
Glyma.12G024800	S
Glyma.11G098800	S
Glyma.03G086400	J
Glyma.16G087700	J
Glyma.18G157300	J
Glyma.08G346500	J
Glyma.18G084800	J
Glyma.08G325000	J
Glyma.07G191000	U
Glyma.08G058200	U
Glyma.11G247400	D
Glyma.11G247400	Z
Glyma.18G009900	D
Glyma.18G009900	Z
Glyma.14G194500	R
Glyma.03G056500	R
Glyma.02G227600	R
Glyma.02G301900	R
Glyma.14G012300	R
Glyma.20G017500	I
Glyma.07G219300	I
Glyma.09G103400	J
Glyma.02G167900	J
Glyma.12G201900	J
Glyma.13G300300	J
Glyma.06G195300	S
Glyma.02G109700	S
Glyma.04G167300	S
Glyma.08G266400	T
Glyma.16G101200	T
Glyma.04G122700	J
Glyma.09G214400	J
Glyma.16G106300	J
Glyma.16G074600	J
Glyma.05G241100	U
Glyma.08G048100	U
Glyma.19G215300	K
Glyma.03G218500	K
Glyma.08G085100	K
Glyma.20G204700	K
Glyma.05G130300	K
Glyma.14G007900	K
Glyma.18G146100	S
Glyma.20G079400	C
Glyma.20G079400	D
Glyma.10G128100	C
Glyma.10G128100	D
Glyma.17G098600	J
Glyma.01G153400	J
Glyma.04G171400	J
Glyma.05G028000	J
Glyma.06G192500	J
Glyma.18G212300	K
Glyma.16G140200	K
Glyma.03G036800	K
Glyma.09G276900	K
Glyma.19G111200	K
Glyma.07G105000	L
Glyma.04G133700	L
Glyma.15G204300	R
Glyma.08G160100	R
Glyma.04G075900	S
Glyma.06G077100	S
Glyma.04G065200	S
Glyma.06G066400	S
Glyma.07G235000	H
Glyma.07G235100	H
Glyma.20G043800	H
Glyma.13G113400	C
Glyma.08G343100	C
Glyma.08G073200	C
Glyma.17G046300	C
Glyma.18G153900	C
Glyma.12G112900	H
Glyma.04G253300	J
Glyma.20G167600	J
Glyma.02G079000	J
Glyma.02G078000	J
Glyma.10G224200	J
Glyma.06G109300	J
Glyma.10G221600	J
Glyma.20G169900	J
Glyma.16G043900	S
Glyma.19G108300	S
Glyma.09G034400	O
Glyma.15G139100	O
Glyma.16G067200	L
Glyma.05G114300	L
Glyma.18G030800	U
Glyma.11G226500	U
Glyma.03G242500	U
Glyma.19G240000	U
Glyma.16G050800	U
Glyma.19G099900	U
Glyma.14G103800	S
Glyma.17G222100	S
Glyma.07G053600	S
Glyma.16G022700	S
Glyma.16G015700	S
Glyma.08G045100	J
Glyma.19G049200	J
Glyma.13G045800	J
Glyma.07G092900	J
Glyma.09G183300	J
Glyma.05G238000	J
Glyma.13G233500	J
Glyma.15G079600	J
Glyma.15G026600	U
Glyma.20G223900	U
Glyma.13G347400	U
Glyma.10G161100	U
Glyma.14G048800	U
Glyma.02G268600	U
Glyma.04G202600	S
Glyma.06G162900	S
Glyma.08G007100	S
Glyma.13G277200	F
Glyma.03G015500	R
Glyma.15G185800	R
Glyma.09G236500	R
Glyma.02G224300	R
Glyma.18G224900	R
Glyma.07G075400	R
Glyma.08G204100	R
Glyma.07G075500	R
Glyma.04G204300	R
Glyma.18G260800	R
Glyma.01G045700	T
Glyma.02G106000	T
Glyma.12G135200	U
Glyma.06G269400	U
Glyma.06G192200	J
Glyma.08G081300	M
Glyma.05G126500	M
Glyma.11G005600	J
Glyma.17G037200	K
Glyma.02G277500	K
Glyma.07G236200	K
Glyma.06G285900	R
Glyma.12G119900	R
Glyma.10G068700	R
Glyma.15G033100	U
Glyma.06G094500	P
Glyma.04G092700	P
Glyma.01G016400	R
Glyma.09G206400	R
Glyma.06G034800	R
Glyma.08G314600	K
Glyma.18G099600	K
Glyma.06G310200	U
Glyma.17G055700	U
Glyma.15G009200	U
Glyma.07G008000	U
Glyma.08G190800	U
Glyma.15G125800	U
Glyma.09G019500	U
Glyma.13G348700	U
Glyma.05G211100	J
Glyma.08G017500	J
Glyma.10G140000	S
Glyma.02G006400	S
Glyma.08G363100	R
Glyma.12G184000	R
Glyma.18G298800	R
Glyma.19G194300	R
Glyma.03G194700	R
Glyma.18G298900	R
Glyma.16G196300	R
Glyma.16G150700	R
Glyma.18G299000	R
Glyma.05G244100	R
Glyma.19G108200	R
Glyma.16G151000	R
Glyma.13G317100	R
Glyma.16G044100	R
Glyma.09G143500	R
Glyma.16G044200	R
Glyma.13G153086	R
Glyma.10G071400	R
Glyma.19G108100	R
Glyma.02G076000	F
Glyma.16G158000	F
Glyma.05G188300	T
Glyma.02G000900	T
Glyma.08G146400	T
Glyma.05G086900	R
Glyma.06G240600	R
Glyma.09G103300	S
Glyma.02G167800	S
Glyma.13G362900	C
Glyma.15G010900	C
Glyma.08G103700	J
Glyma.16G169800	J
Glyma.05G146800	J
Glyma.18G007500	J
Glyma.11G249700	J
Glyma.18G134600	G
Glyma.08G289900	G
Glyma.13G199600	O
Glyma.15G237900	O
Glyma.15G167900	S
Glyma.09G061600	S
Glyma.04G089600	S
Glyma.06G091400	S
Glyma.06G062900	R
Glyma.04G061900	R
Glyma.13G142500	C
Glyma.13G146800	C
Glyma.06G182000	C
Glyma.05G038100	C
Glyma.17G088900	C
Glyma.11G164100	R
Glyma.18G057300	R
Glyma.03G100700	S
Glyma.03G129400	M
Glyma.14G033900	M
Glyma.19G131600	M
Glyma.02G280700	M
Glyma.09G129000	C
Glyma.20G177700	C
Glyma.10G213400	C
Glyma.20G171100	F
Glyma.10G220400	F
Glyma.11G033800	U
Glyma.01G208400	U
Glyma.18G053900	U
Glyma.09G274900	U
Glyma.11G160100	U
Glyma.18G048400	F
Glyma.14G207800	F
Glyma.15G266900	S
Glyma.08G160000	S
Glyma.10G156000	U
Glyma.03G239600	U
Glyma.19G236500	U
Glyma.20G019700	E
Glyma.11G042200	E
Glyma.20G019600	E
Glyma.01G199700	E
Glyma.07G221300	E
Glyma.16G040700	K
Glyma.07G020600	K
Glyma.13G116200	K
Glyma.08G221400	K
Glyma.19G112500	K
Glyma.13G152372	R
Glyma.10G069300	R
Glyma.06G288000	S
Glyma.04G117900	S
Glyma.06G319900	S
Glyma.06G288100	S
Glyma.06G288300	S
Glyma.02G058200	S
Glyma.06G320000	S
Glyma.18G049000	F
Glyma.18G049000	R
Glyma.18G049100	F
Glyma.18G049100	R
Glyma.11G201800	F
Glyma.11G201800	R
Glyma.03G114200	Z
Glyma.07G112500	Z
Glyma.09G209300	S
Glyma.01G012300	S
Glyma.11G068200	S
Glyma.01G175900	S
Glyma.01G228400	C
Glyma.11G011200	C
Glyma.01G241600	S
Glyma.07G207800	R
Glyma.02G137600	R
Glyma.03G161000	U
Glyma.10G034800	U
Glyma.02G211500	U
Glyma.13G121100	U
Glyma.10G008300	U
Glyma.14G179100	U
Glyma.06G098800	U
Glyma.20G087600	U
Glyma.14G107100	P
Glyma.18G191900	P
Glyma.11G134700	P
Glyma.07G141200	P
Glyma.18G191300	P
Glyma.07G141600	P
Glyma.06G057400	P
Glyma.01G106700	P
Glyma.17G219400	P
Glyma.17G115400	A
Glyma.17G115400	J
Glyma.02G229800	A
Glyma.02G229800	J
Glyma.04G053700	A
Glyma.04G053700	J
Glyma.14G196700	A
Glyma.14G196700	J
Glyma.13G167800	A
Glyma.13G167800	J
Glyma.10G137900	A
Glyma.10G137900	J
Glyma.20G019100	L
Glyma.17G160400	C
Glyma.05G106100	C
Glyma.02G234100	K
Glyma.03G019600	K
Glyma.07G115700	A
Glyma.15G097500	A
Glyma.03G109200	A
Glyma.04G253700	S
Glyma.06G108600	S
Glyma.03G195900	M
Glyma.19G194929	M
Glyma.06G276300	K
Glyma.12G129100	K
Glyma.06G276200	K
Glyma.14G060000	R
Glyma.06G131600	R
Glyma.07G053400	R
Glyma.04G233200	R
Glyma.11G228600	R
Glyma.18G028500	R
Glyma.13G176800	R
Glyma.02G256700	R
Glyma.12G226700	R
Glyma.07G199600	R
Glyma.12G162800	R
Glyma.20G217000	R
Glyma.13G274000	R
Glyma.18G199800	R
Glyma.16G080800	R
Glyma.14G159100	R
Glyma.10G173200	R
Glyma.07G148700	R
Glyma.09G103700	K
Glyma.02G168300	K
Glyma.15G269500	K
Glyma.08G149500	K
Glyma.13G245300	J
Glyma.15G068500	J
Glyma.01G193800	J
Glyma.18G187700	J
Glyma.13G243100	J
Glyma.11G048100	J
Glyma.04G212600	S
Glyma.06G153700	S
Glyma.16G029500	J
Glyma.19G252400	J
Glyma.07G060900	J
Glyma.03G254700	J
Glyma.05G151700	K
Glyma.08G108500	K
Glyma.07G130900	K
Glyma.10G238600	K
Glyma.20G155900	K
Glyma.15G003700	J
Glyma.13G369700	J
Glyma.07G023900	J
Glyma.08G217700	J
Glyma.20G216400	S
Glyma.10G174000	S
Glyma.13G142300	A
Glyma.10G055200	A
Glyma.10G167500	J
Glyma.07G002500	S
Glyma.08G224300	S
Glyma.19G028700	J
Glyma.13G057500	J
Glyma.11G158500	J
Glyma.04G132900	J
Glyma.13G352100	J
Glyma.15G022700	J
Glyma.08G196500	J
Glyma.07G012800	J
Glyma.03G007300	P
Glyma.19G118800	P
Glyma.09G283300	A
Glyma.09G283300	D
Glyma.20G189700	A
Glyma.20G189700	D
Glyma.19G111800	A
Glyma.19G111800	D
Glyma.11G099400	A
Glyma.11G099400	D
Glyma.11G138900	U
Glyma.12G062500	U
Glyma.04G146600	R
Glyma.01G089000	R
Glyma.07G200900	R
Glyma.15G158400	J
Glyma.08G087200	J
Glyma.09G052100	J
Glyma.05G132800	J
Glyma.10G204500	J
Glyma.15G170800	J
Glyma.20G186000	J
Glyma.09G064500	J
Glyma.01G145300	J
Glyma.10G004300	J
Glyma.10G182500	J
Glyma.02G004100	J
Glyma.20G207500	J
Glyma.11G160400	K
Glyma.19G242700	J
Glyma.10G160300	J
Glyma.04G211900	J
Glyma.20G228100	J
Glyma.03G245300	J
Glyma.15G271700	S
Glyma.08G151500	S
Glyma.09G091002	C
Glyma.13G193600	C
Glyma.15G231900	C
Glyma.02G096000	A
Glyma.19G210402	A
Glyma.03G213600	A
Glyma.18G285500	A
Glyma.19G154600	A
Glyma.03G152100	A
Glyma.05G052900	J
Glyma.17G135200	J
Glyma.12G223500	Z
Glyma.05G230400	Z
Glyma.15G150000	Z
Glyma.06G270500	Z
Glyma.08G043300	Z
Glyma.05G031700	Z
Glyma.17G095200	Z
Glyma.12G134200	Z
Glyma.17G116000	Z
Glyma.13G168300	Z
Glyma.16G151800	Z
Glyma.10G099100	Z
Glyma.15G150100	Z
Glyma.12G218900	Z
Glyma.09G043100	Z
Glyma.07G138900	Z
Glyma.08G001400	Z
Glyma.09G043000	Z
Glyma.08G037900	Z
Glyma.13G357500	Z
Glyma.13G277800	Z
Glyma.02G070300	Z
Glyma.15G015900	Z
Glyma.05G235900	Z
Glyma.05G127400	D
Glyma.08G082100	D
Glyma.08G090500	C
Glyma.05G135300	C
Glyma.01G004700	D
Glyma.01G004700	R
Glyma.03G235000	J
Glyma.19G232700	J
Glyma.20G237000	J
Glyma.10G018200	J
Glyma.10G151200	J
Glyma.02G017800	J
Glyma.19G077100	J
Glyma.05G073700	J
Glyma.05G178000	J
Glyma.13G133900	J
Glyma.20G240700	J
Glyma.13G331900	J
Glyma.10G045900	J
Glyma.08G135000	J
Glyma.10G291500	J
Glyma.15G042300	J
Glyma.02G055400	D
Glyma.02G055400	O
Glyma.16G138200	D
Glyma.16G138200	O
Glyma.19G045500	K
Glyma.18G281100	K
Glyma.07G038100	O
Glyma.16G007300	O
Glyma.14G126300	C
Glyma.17G208000	C
Glyma.02G080100	S
Glyma.06G192000	S
Glyma.16G164700	S
Glyma.05G166500	S
Glyma.09G245600	S
Glyma.18G247400	S
Glyma.05G102000	J
Glyma.17G164900	J
Glyma.04G179100	C
Glyma.06G185600	C
Glyma.06G272300	C
Glyma.03G150900	A
Glyma.10G019100	A
Glyma.02G155300	A
Glyma.19G153500	A
Glyma.19G193200	J
Glyma.12G182800	J
Glyma.U031221	J
Glyma.13G318200	J
Glyma.10G067800	J
Glyma.03G193100	J
Glyma.09G035300	R
Glyma.07G239500	R
Glyma.17G033800	R
Glyma.15G139900	R
Glyma.05G239900	S
Glyma.08G047000	S
Glyma.20G160400	J
Glyma.10G233900	J
Glyma.19G047300	J
Glyma.20G160500	J
Glyma.18G246300	C
Glyma.01G230900	C
Glyma.11G014100	C
Glyma.09G246700	C
Glyma.06G089400	S
Glyma.04G087700	S
Glyma.11G091800	C
Glyma.12G171400	O
Glyma.13G327801	O
Glyma.03G034100	O
Glyma.18G263000	O
Glyma.01G133400	O
Glyma.10G186300	A
Glyma.05G240800	A
Glyma.20G204200	A
Glyma.02G082300	A
Glyma.16G167900	A
Glyma.16G203100	R
Glyma.09G152100	R
Glyma.06G201800	S
Glyma.14G183100	K
Glyma.02G216100	K
Glyma.08G181300	J
Glyma.15G051000	J
Glyma.05G120700	J
Glyma.08G075500	J
Glyma.10G032800	U
Glyma.18G156300	U
Glyma.08G346000	U
Glyma.02G141101	U
Glyma.06G007900	C
Glyma.04G008100	C
Glyma.02G224100	B
Glyma.17G203400	B
Glyma.11G146481	B
Glyma.18G064401	B
Glyma.11G177800	B
Glyma.11G178200	B
Glyma.13G147000	B
Glyma.10G062400	B
Glyma.18G064300	B
Glyma.03G171400	B
Glyma.15G043200	B
Glyma.14G190800	B
Glyma.19G172500	B
Glyma.10G133500	B
Glyma.12G074500	B
Glyma.20G083800	B
Glyma.11G178100	B
Glyma.11G177900	B
Glyma.17G063200	B
Glyma.14G132200	C
Glyma.20G108500	C
Glyma.05G110100	C
Glyma.17G157000	C
Glyma.13G281700	O
Glyma.12G219600	O
Glyma.13G180800	K
Glyma.13G180800	L
Glyma.07G195500	K
Glyma.07G195500	L
Glyma.14G048700	S
Glyma.02G268700	S
Glyma.13G339300	K
Glyma.15G035100	K
Glyma.06G321300	C
Glyma.08G205500	J
Glyma.15G015500	J
Glyma.13G357900	J
Glyma.07G004900	J
Glyma.10G251800	Z
Glyma.20G141700	Z
Glyma.07G017500	C
Glyma.08G202700	C
Glyma.08G046600	O
Glyma.12G006600	O
Glyma.03G082300	U
Glyma.12G063000	U
Glyma.11G139400	U
Glyma.02G308400	U
Glyma.13G339700	U
Glyma.15G229800	U
Glyma.15G034700	U
Glyma.14G004700	U
Glyma.17G063100	A
Glyma.20G084000	A
Glyma.14G163800	S
Glyma.04G252400	S
Glyma.06G110100	S
Glyma.11G192100	D
Glyma.12G082300	D
Glyma.12G083700	D
Glyma.08G291500	S
Glyma.18G132700	S
Glyma.15G147700	J
Glyma.09G045000	J
Glyma.07G247600	J
Glyma.06G158300	U
Glyma.04G207300	U
Glyma.13G128600	O
Glyma.10G041600	O
Glyma.05G202400	U
Glyma.04G198900	U
Glyma.13G000600	U
Glyma.06G166600	U
Glyma.17G000400	K
Glyma.07G274100	K
Glyma.05G148000	S
Glyma.15G116900	S
Glyma.09G012300	S
Glyma.08G104900	S
Glyma.05G031500	J
Glyma.17G095400	J
Glyma.13G221100	O
Glyma.15G091400	O
Glyma.03G195700	C
Glyma.19G194915	C
Glyma.13G153500	C
Glyma.08G222900	C
Glyma.07G003700	C
Glyma.06G242800	O
Glyma.12G154400	O
Glyma.04G094900	K
Glyma.01G029400	K
Glyma.02G035900	K
Glyma.06G096400	K
Glyma.14G053200	U
Glyma.02G258900	U
Glyma.12G168500	U
Glyma.02G258800	U
Glyma.15G090800	J
Glyma.15G028700	J
Glyma.05G143700	J
Glyma.13G221500	J
Glyma.13G345600	J
Glyma.08G100000	J
Glyma.08G322900	C
Glyma.14G017500	C
Glyma.18G089300	C
Glyma.02G295900	C
Glyma.15G235500	O
Glyma.13G197100	O
Glyma.13G300200	J
Glyma.19G205100	J
Glyma.19G203300	J
Glyma.03G207700	J
Glyma.03G205800	J
Glyma.03G164500	A
Glyma.19G165900	A
Glyma.07G241700	J
Glyma.09G038100	J
Glyma.15G143232	J
Glyma.17G032200	J
Glyma.13G274200	J
Glyma.17G206500	J
Glyma.14G127700	J
Glyma.20G132651	J
Glyma.01G242902	J
Glyma.10G258502	J
Glyma.11G001432	J
Glyma.09G164200	K
Glyma.16G212700	K
Glyma.03G253000	R
Glyma.19G250600	R
Glyma.19G004600	O
Glyma.05G003600	O
Glyma.19G170000	T
Glyma.03G168600	T
Glyma.08G040500	T
Glyma.13G109600	T
Glyma.15G176600	T
Glyma.10G029700	K
Glyma.03G236600	K
Glyma.20G184000	K
Glyma.03G211700	K
Glyma.19G208900	K
Glyma.09G208500	K
Glyma.16G029000	K
Glyma.17G038100	W
Glyma.02G076600	O
Glyma.20G213900	O
Glyma.06G157800	O
Glyma.18G192000	O
Glyma.20G015900	O
Glyma.17G225000	O
Glyma.06G061500	R
Glyma.04G060900	R
Glyma.11G057500	S
Glyma.14G032500	Z
Glyma.16G015100	L
Glyma.07G047100	L
Glyma.06G082500	K
Glyma.06G082500	J
Glyma.04G080800	K
Glyma.04G080800	J
Glyma.20G182800	U
Glyma.10G207900	U
Glyma.15G272900	A
Glyma.08G153100	A
Glyma.16G063300	U
Glyma.11G111900	T
Glyma.01G074500	G
Glyma.08G339000	G
Glyma.07G110600	G
Glyma.07G046100	U
Glyma.16G014200	U
Glyma.08G184100	Z
Glyma.15G048700	Z
Glyma.08G184900	U
Glyma.15G047800	U
Glyma.06G016200	R
Glyma.11G008100	K
Glyma.01G154300	K
Glyma.11G090300	K
Glyma.15G147800	T
Glyma.09G044900	T
Glyma.08G242600	A
Glyma.18G264800	A
Glyma.11G249100	S
Glyma.18G008200	S
Glyma.16G218700	L
Glyma.15G126600	O
Glyma.09G020100	O
Glyma.11G248400	H
Glyma.08G345200	C
Glyma.08G345200	H
Glyma.10G273100	T
Glyma.20G116900	T
Glyma.09G018000	S
Glyma.15G123900	S
Glyma.03G190900	W
Glyma.05G087100	W
Glyma.16G034400	S
Glyma.07G068400	S
Glyma.12G072100	R
Glyma.17G069300	R
Glyma.13G091000	R
Glyma.11G152124	R
Glyma.04G147100	R
Glyma.08G159600	G
Glyma.18G038300	U
Glyma.07G091000	U
Glyma.09G184900	U
Glyma.10G002500	K
Glyma.10G001200	K
Glyma.10G014500	K
Glyma.06G139800	D
Glyma.17G058700	D
Glyma.13G101000	D
Glyma.13G000800	A
Glyma.13G103200	A
Glyma.03G155900	S
Glyma.19G158200	S
Glyma.10G057000	S
Glyma.13G143500	S
Glyma.03G182900	S
Glyma.20G143100	S
Glyma.18G056300	J
Glyma.11G163000	J
Glyma.02G247400	A
Glyma.14G068800	A
Glyma.20G108700	R
Glyma.03G108600	K
Glyma.03G108600	B
Glyma.13G008300	K
Glyma.13G008300	B
Glyma.06G270300	C
Glyma.20G249400	Q
Glyma.20G249400	F
Glyma.20G133500	O
Glyma.10G257600	O
Glyma.11G128700	S
Glyma.12G053200	S
Glyma.07G257800	G
