ko	Genes
K03860	Glyma.18G212600
K04688	Glyma.18G212800
K14802	Glyma.18G213100
K02356	Glyma.18G213900
K03327	Glyma.18G214800
K19323	Glyma.18G215400
K19355	Glyma.18G215600
K07407	Glyma.18G215700
K03671	Glyma.18G215900
K06689	Glyma.18G216000
K06125	Glyma.18G216400
K14945	Glyma.18G217500
K03945	Glyma.18G217700
K15633	Glyma.18G219100
K00967	Glyma.18G220000
K13648	Glyma.18G220200
K18932	Glyma.18G220400
K13265	Glyma.18G220500
K18442	Glyma.18G221200
K01714	Glyma.18G221700
K13254	Glyma.18G222400
K01598	Glyma.18G223400
K01598	Glyma.18G223550
K01598	Glyma.18G223700
K01598	Glyma.18G223800
K13648	Glyma.18G224200
K09264	Glyma.18G224300
K00422	Glyma.18G225000
K00422	Glyma.18G225100
K09338	Glyma.18G225800
K02890	Glyma.18G227500
K15338	Glyma.18G228000
K15277	Glyma.18G228100
K09480	Glyma.18G228900
K00028	Glyma.18G229300
K15095	Glyma.18G229400
K12625	Glyma.18G229600
K15095	Glyma.18G229700
K17497	Glyma.18G229800
K07178	Glyma.18G230300
K09422	Glyma.18G230600
K12590	Glyma.18G230900
K01068	Glyma.18G232000
K01177	Glyma.18G232400
K02607	Glyma.18G234000
K13034	Glyma.18G234600
K11647	Glyma.18G234700
K10576	Glyma.18G234800
K03327	Glyma.18G235200
K04371	Glyma.18G236800
K06013	Glyma.18G237300
K02931	Glyma.18G237400
K01762	Glyma.18G238100
K13425	Glyma.18G238200
K08241	Glyma.18G238800
K08241	Glyma.18G238900
K05841	Glyma.18G239800
K15747	Glyma.18G239900
K13379	Glyma.18G240100
K07390	Glyma.18G240400
K08876	Glyma.18G240600
K13947	Glyma.18G241000
K02699	Glyma.18G241700
K18045	Glyma.18G241800
K18835	Glyma.18G242000
K01823	Glyma.18G242300
K11752	Glyma.18G242600
K16296	Glyma.18G242900
K03671	Glyma.18G243200
K00820	Glyma.18G243300
K02160	Glyma.18G243500
K03969	Glyma.18G243700
K08057	Glyma.18G244100
K03955	Glyma.18G244300
K11165	Glyma.18G244400
K09285	Glyma.18G244600
K10750	Glyma.18G244800
K19269	Glyma.18G244900
K06670	Glyma.18G245000
K17800	Glyma.18G245200
K13162	Glyma.18G245600
K03955	Glyma.18G245900
K08738	Glyma.18G246300
K17361	Glyma.18G246900
K13691	Glyma.18G247000
K02147	Glyma.18G247300
K01627	Glyma.18G248300
K08342	Glyma.18G248400
K02970	Glyma.18G249300
K15032	Glyma.18G249400
K02714	Glyma.18G250200
K07874	Glyma.18G251300
K13199	Glyma.18G251400
K16818	Glyma.18G251500
K16818	Glyma.18G251600
K16818	Glyma.18G251700
K15451	Glyma.18G252000
K12180	Glyma.18G252100
K09286	Glyma.18G252300
K01074	Glyma.18G253200
K02152	Glyma.18G253300
K03294	Glyma.18G253600
K09338	Glyma.18G253800
K14782	Glyma.18G253900
K08900	Glyma.18G254100
K08900	Glyma.18G254200
K13024	Glyma.18G255000
K03671	Glyma.18G255200
K03671	Glyma.18G255300
K03671	Glyma.18G255400
K15040	Glyma.18G255700
K13947	Glyma.18G255800
K01728	Glyma.18G255900
K02146	Glyma.18G256200
K10712	Glyma.18G256400
K01785	Glyma.18G257700
K09338	Glyma.18G258400
K02915	Glyma.18G258900
K09422	Glyma.18G259100
K09874	Glyma.18G259500
K15015	Glyma.18G259600
K03798	Glyma.18G259700
K14638	Glyma.18G260000
K02183	Glyma.18G260700
K14948	Glyma.18G261000
K13162	Glyma.18G261100
K09422	Glyma.18G261400
K01739	Glyma.18G261600
K01051	Glyma.18G262500
K09286	Glyma.18G262800
K07198	Glyma.18G262900
K08819	Glyma.18G263300
K07735	Glyma.18G263600
K13066	Glyma.18G263700
K05391	Glyma.18G263900
K03695	Glyma.18G264400
K13648	Glyma.18G264700
K00012	Glyma.18G265100
K02160	Glyma.18G265300
K04628	Glyma.18G265800
K11253	Glyma.18G266200
K12741	Glyma.18G266500
K07195	Glyma.18G266600
K16297	Glyma.18G266700
K01180	Glyma.18G266900
K01180	Glyma.18G267100
K12586	Glyma.18G267600
K13262	Glyma.18G267900
K14649	Glyma.18G268800
K04733	Glyma.18G269300
K04733	Glyma.18G271300
K04733	Glyma.18G271400
K15121	Glyma.18G271700
K13379	Glyma.18G272200
K12640	Glyma.18G272300
K04733	Glyma.18G272500
K04730	Glyma.18G272800
K09422	Glyma.18G273300
K09422	Glyma.18G273400
K09264	Glyma.18G273500
K09264	Glyma.18G273600
K13496	Glyma.18G274400
K14829	Glyma.18G275100
K10691	Glyma.18G275200
K10908	Glyma.18G276200
K17710	Glyma.18G276600
K14207	Glyma.18G276800
K00033	Glyma.18G277300
K14820	Glyma.18G278000
K01611	Glyma.18G278800
K00318	Glyma.18G278900
K03025	Glyma.18G279200
K03350	Glyma.18G279500
K08596	Glyma.18G280300
K03680	Glyma.18G280600
K10525	Glyma.18G280900
K03020	Glyma.18G281100
K02908	Glyma.18G281200
K00670	Glyma.18G281300
K08596	Glyma.18G281500
K08596	Glyma.18G281600
K08596	Glyma.18G281700
K12489	Glyma.18G282000
K16297	Glyma.18G282200
K18999	Glyma.18G282300
K15363	Glyma.18G283900
K03247	Glyma.18G284200
K01634	Glyma.18G284300
K00036	Glyma.18G284600
K03676	Glyma.18G285200
K11087	Glyma.18G285500
K18059	Glyma.18G286000
K12373	Glyma.18G286200
K02893	Glyma.18G286400
K02717	Glyma.18G286500
K05658	Glyma.18G286600
K09873	Glyma.18G286700
K13457	Glyma.18G287000
K00164	Glyma.18G287400
K07901	Glyma.18G287600
K03283	Glyma.18G287800
K03283	Glyma.18G287900
K10880	Glyma.18G288200
K01115	Glyma.18G288600
K03283	Glyma.18G289100
K11713	Glyma.18G289300
K03283	Glyma.18G289600
K03131	Glyma.18G290200
K10355	Glyma.18G290800
K00729	Glyma.18G291100
K01889	Glyma.18G291800
K01358	Glyma.18G291900
K03262	Glyma.18G292300
K10747	Glyma.18G292900
K03327	Glyma.18G293100
K03327	Glyma.18G293200
K15382	Glyma.18G295100
K01056	Glyma.18G295600
K13155	Glyma.18G296100
K01809	Glyma.18G296300
K10717	Glyma.18G297200
K10760	Glyma.18G297300
K10839	Glyma.18G297400
K09498	Glyma.18G298100
K06630	Glyma.18G298300
K10532	Glyma.18G298500
K16223	Glyma.18G298900
K16223	Glyma.18G299000
K00616	Glyma.18G299100
K12471	Glyma.18G299500
K15287	Glyma.18G299800
K11000	Glyma.18G300200
K06911	Glyma.18G300500
K07904	Glyma.18G300600
K09597	Glyma.18G300700
K14488	Glyma.18G300900
K15382	Glyma.18G301100
K15382	Glyma.18G301200
K00995	Glyma.18G302100
K18643	Glyma.19G000400
K00873	Glyma.19G000700
K10355	Glyma.19G000900
K02890	Glyma.19G001100
K03262	Glyma.19G001200
K03327	Glyma.19G001600
K01265	Glyma.19G001700
K00737	Glyma.19G003100
K01792	Glyma.19G003300
K12741	Glyma.19G003900
K13192	Glyma.19G004000
K12735	Glyma.19G004200
K06617	Glyma.19G004400
K05289	Glyma.19G004600
K11790	Glyma.19G005200
K00962	Glyma.19G005800
K15283	Glyma.19G005900
K01184	Glyma.19G006200
K07977	Glyma.19G006400
K07937	Glyma.19G006400
K09422	Glyma.19G006500
K08835	Glyma.19G007300
K01530	Glyma.19G007400
K01673	Glyma.19G007700
K18980	Glyma.19G008300
K18980	Glyma.19G008500
K18980	Glyma.19G008600
K18980	Glyma.19G008700
K00122	Glyma.19G009000
K00122	Glyma.19G009100
K14800	Glyma.19G009300
K15382	Glyma.19G009800
K15382	Glyma.19G009900
K09338	Glyma.19G010100
K04730	Glyma.19G010700
K03549	Glyma.19G010900
K13993	Glyma.19G011400
K10529	Glyma.19G011700
K10529	Glyma.19G011800
K00430	Glyma.19G013400
K17892	Glyma.19G013800
K01231	Glyma.19G015900
K11644	Glyma.19G016300
K05658	Glyma.19G016400
K05658	Glyma.19G016600
K05658	Glyma.19G016700
K01810	Glyma.19G017200
K09422	Glyma.19G017900
K00472	Glyma.19G018100
K08900	Glyma.19G018700
K07007	Glyma.19G019000
K13024	Glyma.19G019100
K01535	Glyma.19G019200
K15040	Glyma.19G020100
K01728	Glyma.19G020200
K10712	Glyma.19G020500
K01785	Glyma.19G020700
K09338	Glyma.19G021100
K17479	Glyma.19G021300
K05658	Glyma.19G021500
K03869	Glyma.19G021600
K17675	Glyma.19G021800
K09422	Glyma.19G022100
K06675	Glyma.19G022800
K00703	Glyma.19G022900
K13162	Glyma.19G024400
K17279	Glyma.19G024600
K09422	Glyma.19G024700
K09422	Glyma.19G025000
K13691	Glyma.19G025100
K13691	Glyma.19G025200
K08493	Glyma.19G025800
K08819	Glyma.19G026200
K15170	Glyma.19G026300
K01850	Glyma.19G027100
K10597	Glyma.19G027200
K18655	Glyma.19G027600
K03695	Glyma.19G027900
K13648	Glyma.19G028100
K00688	Glyma.19G028400
K00012	Glyma.19G028500
K02966	Glyma.19G028700
K02160	Glyma.19G028800
K06672	Glyma.19G029100
K14863	Glyma.19G029400
K13264	Glyma.19G030500
K18635	Glyma.19G032000
K13144	Glyma.19G032700
K15121	Glyma.19G033300
K00555	Glyma.19G033700
K13379	Glyma.19G033800
K12640	Glyma.19G033900
K19307	Glyma.19G034300
K09264	Glyma.19G034500
K09264	Glyma.19G034600
K09873	Glyma.19G035400
K02335	Glyma.19G036300
K10842	Glyma.19G036900
K16750	Glyma.19G037000
K14207	Glyma.19G037400
K14207	Glyma.19G037500
K13648	Glyma.19G038000
K09422	Glyma.19G038100
K00033	Glyma.19G038400
K01537	Glyma.19G038600
K13128	Glyma.19G040800
K15889	Glyma.19G040900
K03350	Glyma.19G042200
K00318	Glyma.19G042900
K00318	Glyma.19G043000
K01180	Glyma.19G043200
K04498	Glyma.19G044000
K08360	Glyma.19G044200
K03680	Glyma.19G044300
K10525	Glyma.19G044900
K03020	Glyma.19G045500
K18171	Glyma.19G046200
K01602	Glyma.19G046600
K01602	Glyma.19G046800
K02920	Glyma.19G047300
K14491	Glyma.19G047702
K14491	Glyma.19G047900
K02993	Glyma.19G049200
K14491	Glyma.19G049400
K11322	Glyma.19G049500
K00966	Glyma.19G050100
K00227	Glyma.19G050500
K00876	Glyma.19G051200
K16280	Glyma.19G051500
K02886	Glyma.19G051900
K14785	Glyma.19G052200
K07877	Glyma.19G052300
K03231	Glyma.19G052400
K00006	Glyma.19G053500
K07748	Glyma.19G053700
K01728	Glyma.19G053800
K12386	Glyma.19G055100
K09422	Glyma.19G055800
K11364	Glyma.19G055900
K00737	Glyma.19G056500
K14850	Glyma.19G056800
K01792	Glyma.19G057200
K05894	Glyma.19G057500
K10523	Glyma.19G058000
K10523	Glyma.19G059300
K10523	Glyma.19G059800
K16578	Glyma.19G060900
K12741	Glyma.19G061100
K08232	Glyma.19G061200
K09422	Glyma.19G061300
K09422	Glyma.19G061600
K01462	Glyma.19G061900
K09422	Glyma.19G062000
K14962	Glyma.19G063300
K14408	Glyma.19G064500
K17278	Glyma.19G064800
K00264	Glyma.19G065600
K00430	Glyma.19G066200
K14561	Glyma.19G066600
K13754	Glyma.19G066700
K03301	Glyma.19G067100
K02503	Glyma.19G067800
K14432	Glyma.19G067900
K07748	Glyma.19G068100
K07748	Glyma.19G068200
K02183	Glyma.19G068300
K10268	Glyma.19G068600
K15601	Glyma.19G068800
K14497	Glyma.19G069200
K11650	Glyma.19G071500
K00387	Glyma.19G071800
K02727	Glyma.19G072100
K12176	Glyma.19G072400
K10583	Glyma.19G072800
K15115	Glyma.19G073600
K15032	Glyma.19G075100
K02871	Glyma.19G075200
K12177	Glyma.19G075700
K01183	Glyma.19G076200
K00413	Glyma.19G076400
K17435	Glyma.19G077100
K00036	Glyma.19G077300
K11584	Glyma.19G077700
K01255	Glyma.19G077800
K00134	Glyma.19G078300
K01051	Glyma.19G078400
K16280	Glyma.19G078600
K00006	Glyma.19G079400
K00235	Glyma.19G080600
K12386	Glyma.19G080800
K05578	Glyma.19G081000
K00036	Glyma.19G082300
K15627	Glyma.19G082400
K12844	Glyma.19G082500
K13116	Glyma.19G082800
K11584	Glyma.19G082900
K00413	Glyma.19G084900
K02939	Glyma.19G085300
K06670	Glyma.19G087000
K00231	Glyma.19G087600
K00939	Glyma.19G088000
K13448	Glyma.19G088200
K01783	Glyma.19G088400
K00876	Glyma.19G089100
K05016	Glyma.19G089800
K11650	Glyma.19G090700
K11368	Glyma.19G091000
K10808	Glyma.19G091400
K00430	Glyma.19G091800
K17260	Glyma.19G095900
K15400	Glyma.19G096100
K03676	Glyma.19G096600
K15559	Glyma.19G096700
K07195	Glyma.19G096900
K13430	Glyma.19G098600
K16675	Glyma.19G099000
K13250	Glyma.19G099900
K07748	Glyma.19G100400
K02148	Glyma.19G101000
K15102	Glyma.19G101100
K12882	Glyma.19G101600
K00928	Glyma.19G102100
K08237	Glyma.19G102800
K01191	Glyma.19G103200
K01792	Glyma.19G104100
K00660	Glyma.19G105100
K14684	Glyma.19G105600
K02978	Glyma.19G105700
K03549	Glyma.19G105900
K08235	Glyma.19G106700
K05298	Glyma.19G106800
K11805	Glyma.19G106900
K01895	Glyma.19G107300
K15436	Glyma.19G107500
K15400	Glyma.19G107700
K07466	Glyma.19G107800
K16223	Glyma.19G108100
K16223	Glyma.19G108200
K09875	Glyma.19G108400
K14641	Glyma.19G108500
K13157	Glyma.19G109200
K12580	Glyma.19G109500
K11346	Glyma.19G110500
K11128	Glyma.19G110900
K00261	Glyma.19G111000
K03120	Glyma.19G111200
K12382	Glyma.19G111400
K14536	Glyma.19G111600
K12859	Glyma.19G111800
K00860	Glyma.19G112200
K07374	Glyma.19G113000
K09286	Glyma.19G113100
K05349	Glyma.19G113500
K05349	Glyma.19G113600
K17583	Glyma.19G114400
K00549	Glyma.19G114500
K12857	Glyma.19G114900
K12591	Glyma.19G115100
K10712	Glyma.19G115300
K01462	Glyma.19G115400
K10712	Glyma.19G115600
K06927	Glyma.19G115700
K00601	Glyma.19G115900
K02897	Glyma.19G116200
K10523	Glyma.19G116300
K13863	Glyma.19G116400
K13863	Glyma.19G116500
K02937	Glyma.19G116600
K00962	Glyma.19G116700
K13754	Glyma.19G117100
K13754	Glyma.19G117200
K15196	Glyma.19G117700
K09422	Glyma.19G118500
K19054	Glyma.19G118800
K00326	Glyma.19G119000
K01738	Glyma.19G119200
K09422	Glyma.19G119300
K04505	Glyma.19G119800
K03687	Glyma.19G120100
K03327	Glyma.19G120200
K03327	Glyma.19G120300
K01649	Glyma.19G120400
K01649	Glyma.19G120500
K01649	Glyma.19G120600
K03327	Glyma.19G120700
K03327	Glyma.19G120900
K15559	Glyma.19G121100
K12176	Glyma.19G121500
K10583	Glyma.19G121700
K02183	Glyma.19G121900
K01209	Glyma.19G122100
K14432	Glyma.19G122800
K12741	Glyma.19G122900
K02503	Glyma.19G123100
K09875	Glyma.19G123600
K04035	Glyma.19G123800
K01209	Glyma.19G124500
K01209	Glyma.19G124600
K14320	Glyma.19G125000
K13347	Glyma.19G125200
K03626	Glyma.19G125400
K03626	Glyma.19G125500
K11292	Glyma.19G125600
K00705	Glyma.19G125800
K09754	Glyma.19G126000
K11835	Glyma.19G126500
K07375	Glyma.19G127700
K16297	Glyma.19G128100
K16297	Glyma.19G128200
K04078	Glyma.19G128300
K01640	Glyma.19G128600
K13947	Glyma.19G128800
K03142	Glyma.19G129000
K14819	Glyma.19G129300
K13448	Glyma.19G129800
K02470	Glyma.19G130000
K14431	Glyma.19G130200
K15015	Glyma.19G130500
K00889	Glyma.19G130700
K00284	Glyma.19G130800
K06443	Glyma.19G131400
K00286	Glyma.19G131500
K17969	Glyma.19G131600
K17479	Glyma.19G131800
K01760	Glyma.19G132000
K14492	Glyma.19G132300
K13448	Glyma.19G132800
K14674	Glyma.19G132900
K06118	Glyma.19G133100
K03553	Glyma.19G134900
K00279	Glyma.19G135100
K09527	Glyma.19G135300
K01674	Glyma.19G135900
K11665	Glyma.19G136000
K00006	Glyma.19G136100
K01537	Glyma.19G136400
K15414	Glyma.19G136500
K11792	Glyma.19G137300
K10406	Glyma.19G137500
K09419	Glyma.19G137800
K09285	Glyma.19G138000
K17604	Glyma.19G139100
K03403	Glyma.19G139300
K01408	Glyma.19G139800
K17686	Glyma.19G140000
K06617	Glyma.19G140700
K13412	Glyma.19G140800
K00942	Glyma.19G141200
K01939	Glyma.19G142400
K13523	Glyma.19G142500
K08857	Glyma.19G143000
K09529	Glyma.19G143100
K13789	Glyma.19G144800
K02969	Glyma.19G145000
K02969	Glyma.19G145100
K14431	Glyma.19G145300
K16810	Glyma.19G145500
K16810	Glyma.19G145600
K12741	Glyma.19G146400
K13261	Glyma.19G146800
K10256	Glyma.19G147300
K10256	Glyma.19G147400
K02328	Glyma.19G147500
K01102	Glyma.19G147800
K10355	Glyma.19G147900
K18453	Glyma.19G148100
K14692	Glyma.19G148200
K00430	Glyma.19G148800
K10666	Glyma.19G148900
K09338	Glyma.19G149000
K03652	Glyma.19G149400
K16570	Glyma.19G149500
K04506	Glyma.19G149600
K11498	Glyma.19G150300
K11251	Glyma.19G151400
K08145	Glyma.19G152400
K03679	Glyma.19G152700
K02358	Glyma.19G153200
K10523	Glyma.19G153400
K12621	Glyma.19G153500
K00432	Glyma.19G154100
K16302	Glyma.19G154200
K10760	Glyma.19G154400
K13917	Glyma.19G154500
K11087	Glyma.19G154600
K07870	Glyma.19G155700
K04120	Glyma.19G157000
K12817	Glyma.19G157200
K10268	Glyma.19G157300
K15443	Glyma.19G158200
K00547	Glyma.19G158800
K17471	Glyma.19G159000
K08857	Glyma.19G159100
K06890	Glyma.19G159300
K09419	Glyma.19G159500
K01537	Glyma.19G159900
K02183	Glyma.19G160100
K09566	Glyma.19G160200
K17911	Glyma.19G160300
K11251	Glyma.19G160400
K06062	Glyma.19G160700
K01695	Glyma.19G160800
K14484	Glyma.19G161000
K14484	Glyma.19G161100
K02721	Glyma.19G161400
K13648	Glyma.19G161500
K16075	Glyma.19G161600
K16277	Glyma.19G161700
K13162	Glyma.19G162000
K13407	Glyma.19G162100
K10798	Glyma.19G162800
K17907	Glyma.19G163500
K14516	Glyma.19G163900
K14516	Glyma.19G164100
K08176	Glyma.19G164300
K05765	Glyma.19G164400
K09422	Glyma.19G164600
K06041	Glyma.19G165400
K11446	Glyma.19G165500
K12667	Glyma.19G165800
K11130	Glyma.19G165900
K08790	Glyma.19G166000
K12192	Glyma.19G166200
K05941	Glyma.19G166400
K17756	Glyma.19G166500
K12462	Glyma.19G166700
K14638	Glyma.19G167000
K02894	Glyma.19G167800
K13217	Glyma.19G168100
K14484	Glyma.19G168500
K00121	Glyma.19G170100
K15178	Glyma.19G170200
K17985	Glyma.19G170300
K10357	Glyma.19G170700
K11816	Glyma.19G170800
K16578	Glyma.19G171200
K03062	Glyma.19G171700
K03283	Glyma.19G172200
K11254	Glyma.19G172500
K12492	Glyma.19G172700
K03254	Glyma.19G173100
K11252	Glyma.19G173400
K01507	Glyma.19G173600
K01099	Glyma.19G173900
K01778	Glyma.19G174300
K07195	Glyma.19G175200
K15728	Glyma.19G175600
K01537	Glyma.19G175900
K12896	Glyma.19G176100
K12896	Glyma.19G176200
K01102	Glyma.19G176600
K18732	Glyma.19G176700
K00765	Glyma.19G177100
K00799	Glyma.19G177200
K00939	Glyma.19G177500
K02930	Glyma.19G178100
K09284	Glyma.19G178200
K10737	Glyma.19G178600
K02973	Glyma.19G178800
K14779	Glyma.19G179300
K08472	Glyma.19G179900
K08506	Glyma.19G180200
K02871	Glyma.19G180500
K09523	Glyma.19G180600
K09872	Glyma.19G181300
K01586	Glyma.19G182000
K06966	Glyma.19G182100
K10775	Glyma.19G182300
K00856	Glyma.19G182400
K13525	Glyma.19G183400
K14488	Glyma.19G183700
K14488	Glyma.19G183800
K14488	Glyma.19G183900
K05658	Glyma.19G184300
K09422	Glyma.19G184500
K03671	Glyma.19G184600
K01188	Glyma.19G184700
K08235	Glyma.19G184900
K18065	Glyma.19G185200
K11584	Glyma.19G185700
K01674	Glyma.19G185900
K01803	Glyma.19G186000
K09873	Glyma.19G186100
K07910	Glyma.19G186300
K14556	Glyma.19G186600
K13496	Glyma.19G187000
K13496	Glyma.19G187100
K13496	Glyma.19G187500
K12185	Glyma.19G188300
K06965	Glyma.19G188500
K13126	Glyma.19G188700
K10588	Glyma.19G189100
K02896	Glyma.19G189600
K00873	Glyma.19G190100
K13680	Glyma.19G190600
K01689	Glyma.19G190900
K12836	Glyma.19G191100
K01868	Glyma.19G191200
K14510	Glyma.19G191600
K14400	Glyma.19G191800
K14400	Glyma.19G191900
K00700	Glyma.19G192800
K02943	Glyma.19G193200
K01240	Glyma.19G193700
K14432	Glyma.19G194500
K13628	Glyma.19G194700
K03531	Glyma.19G194800
K02865	Glyma.19G194922
K00621	Glyma.19G194929
K17479	Glyma.19G194950
K03106	Glyma.19G194985
K11099	Glyma.19G195100
K14488	Glyma.19G195200
K10398	Glyma.19G195300
K01193	Glyma.19G195400
K02927	Glyma.19G195500
K12733	Glyma.19G196100
K12611	Glyma.19G196300
K01285	Glyma.19G196700
K10704	Glyma.19G197500
K12581	Glyma.19G197600
K17338	Glyma.19G198000
K06966	Glyma.19G198400
K11268	Glyma.19G199100
K09480	Glyma.19G200000
K11268	Glyma.19G200100
K08486	Glyma.19G200500
K03424	Glyma.19G200600
K11294	Glyma.19G200700
K08064	Glyma.19G200800
K17479	Glyma.19G200900
K11835	Glyma.19G201100
K01633	Glyma.19G201200
K13412	Glyma.19G201400
K19043	Glyma.19G201800
K16275	Glyma.19G203000
K14209	Glyma.19G203200
K02979	Glyma.19G203300
K01301	Glyma.19G203400
K12830	Glyma.19G204200
K04382	Glyma.19G204400
K04716	Glyma.19G204500
K12603	Glyma.19G204800
K02889	Glyma.19G205000
K02979	Glyma.19G205100
K14015	Glyma.19G205200
K13207	Glyma.19G205700
K14486	Glyma.19G206100
K11816	Glyma.19G206200
K13899	Glyma.19G206500
K14485	Glyma.19G206800
K03676	Glyma.19G207300
K03676	Glyma.19G207400
K18342	Glyma.19G207500
K03676	Glyma.19G207600
K03676	Glyma.19G207700
K02835	Glyma.19G208000
K02885	Glyma.19G208200
K13339	Glyma.19G208300
K03347	Glyma.19G208600
K00859	Glyma.19G209400
K03845	Glyma.19G210000
K08238	Glyma.19G210200
K00949	Glyma.19G210300
K12623	Glyma.19G210402
K16275	Glyma.19G210900
K12890	Glyma.19G211100
K03938	Glyma.19G211200
K08678	Glyma.19G211300
K14567	Glyma.19G211500
K02883	Glyma.19G211800
K01051	Glyma.19G212300
K01051	Glyma.19G212500
K01051	Glyma.19G212600
K00695	Glyma.19G212800
K02885	Glyma.19G213200
K14509	Glyma.19G213300
K10406	Glyma.19G213600
K15115	Glyma.19G213700
K08489	Glyma.19G214000
K00770	Glyma.19G214100
K09422	Glyma.19G214900
K09517	Glyma.19G215100
K03022	Glyma.19G215300
K08737	Glyma.19G216000
K02210	Glyma.19G216100
K12835	Glyma.19G217400
K06611	Glyma.19G217700
K13207	Glyma.19G217900
K13508	Glyma.19G218100
K12820	Glyma.19G218200
K01897	Glyma.19G218300
K11324	Glyma.19G218500
K04125	Glyma.19G218700
K09422	Glyma.19G218800
K09422	Glyma.19G219000
K18819	Glyma.19G219100
K07977	Glyma.19G219200
K07937	Glyma.19G219200
K00789	Glyma.19G220200
K13436	Glyma.19G220300
K05389	Glyma.19G221000
K01881	Glyma.19G221400
K14484	Glyma.19G221900
K12126	Glyma.19G222000
K15053	Glyma.19G222100
K09422	Glyma.19G222200
K18551	Glyma.19G222500
K03768	Glyma.19G222600
K19355	Glyma.19G223000
K00975	Glyma.19G223100
K01363	Glyma.19G223300
K12456	Glyma.19G223500
K02519	Glyma.19G224000
K12120	Glyma.19G224200
K14638	Glyma.19G224400
K09422	Glyma.19G224600
K12126	Glyma.19G224700
K08245	Glyma.19G225500
K01051	Glyma.19G225700
K16315	Glyma.19G226000
K01648	Glyma.19G226100
K14007	Glyma.19G226200
K19355	Glyma.19G226300
K03083	Glyma.19G226400
K01304	Glyma.19G226600
K00036	Glyma.19G226700
K12398	Glyma.19G227500
K18819	Glyma.19G227800
K05953	Glyma.19G228400
K02836	Glyma.19G228600
K07953	Glyma.19G228800
K12848	Glyma.19G228900
K09584	Glyma.19G229000
K10406	Glyma.19G230100
K10268	Glyma.19G231200
K01051	Glyma.19G231300
K01051	Glyma.19G231400
K01051	Glyma.19G231500
K02883	Glyma.19G232100
K15382	Glyma.19G232200
K06269	Glyma.19G232300
K14843	Glyma.19G232500
K02891	Glyma.19G232700
K10532	Glyma.19G233000
K10364	Glyma.19G233300
K13511	Glyma.19G233400
K10994	Glyma.19G233800
K13447	Glyma.19G233900
K11251	Glyma.19G234100
K17398	Glyma.19G234300
K01262	Glyma.19G235100
K18636	Glyma.19G235300
K10406	Glyma.19G235400
K18577	Glyma.19G235500
K00750	Glyma.19G235600
K00869	Glyma.19G236200
K08066	Glyma.19G236400
K12948	Glyma.19G236500
K10664	Glyma.19G236800
K01920	Glyma.19G237700
K01920	Glyma.19G237800
K01920	Glyma.19G237900
K02955	Glyma.19G238600
K02955	Glyma.19G238800
K14490	Glyma.19G239100
K11251	Glyma.19G239200
K18932	Glyma.19G239400
K04565	Glyma.19G240400
K14289	Glyma.19G240700
K08819	Glyma.19G241000
K15361	Glyma.19G241300
K15361	Glyma.19G241800
K02736	Glyma.19G242200
K01738	Glyma.19G242300
K12619	Glyma.19G242400
K02974	Glyma.19G242700
K08867	Glyma.19G242900
K06176	Glyma.19G243400
K08857	Glyma.19G243600
K01807	Glyma.19G243800
K01456	Glyma.19G243900
K03320	Glyma.19G244400
K10046	Glyma.19G244600
K10046	Glyma.19G244700
K03116	Glyma.19G244900
K15156	Glyma.19G245100
K14484	Glyma.19G245200
K13162	Glyma.19G246200
K17991	Glyma.19G247500
K13345	Glyma.19G247700
K09422	Glyma.19G248100
K11583	Glyma.19G248600
K06269	Glyma.19G248700
K14516	Glyma.19G248900
K01802	Glyma.19G249000
K05749	Glyma.19G250600
K11091	Glyma.19G250800
K09839	Glyma.19G251000
K01409	Glyma.19G252200
K03236	Glyma.19G252400
K09060	Glyma.19G252600
K01792	Glyma.19G252700
K11600	Glyma.19G252800
K06689	Glyma.19G253000
K15119	Glyma.19G253200
K10389	Glyma.19G253300
K15272	Glyma.19G253600
K14684	Glyma.19G253900
K14506	Glyma.19G254000
K08237	Glyma.19G254500
K11592	Glyma.19G254900
K17525	Glyma.19G255000
K05391	Glyma.19G255300
K04506	Glyma.19G256200
K09286	Glyma.19G256800
K09422	Glyma.19G257400
K05305	Glyma.19G257700
K07904	Glyma.19G258000
